run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-processing_software,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
mka2019-11-23-46,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-11-23-47,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-11-23-48,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-11-23-2,45.0,1.0,,NON_FIDUCIAL,,,,,,45.0,1
mka2019-11-23-11,45.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,45.0,4
mka2019-11-23-13,45.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,45.0,4
mka2019-11-23-4,54.0,1.0,,NON_FIDUCIAL,,,,,,54.0,1
mka2019-11-23-6,54.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,54.0,4
mka2019-11-23-22,54.0,1.0,,NON_FIDUCIAL,,,,,,54.0,1
mka2019-11-23-7,48.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,48.0,4
mka2019-11-23-15,48.0,1.0,,NON_FIDUCIAL,,,,,,48.0,1
mka2019-11-23-8,57.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,57.0,4
mka2019-11-23-31,57.0,1.0,,NON_FIDUCIAL,,,,,,57.0,1
mka2019-11-23-25,51.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,51.0,4
